ISBN	douban_id	5star	4star	3star	2star	1star	short_comment	long_comment	note	reading	collectiongs	wishes	url_pic	title	score	users
9787534656019	6526931	75.0%	8.3%	12.5%	4.2%	0.0%	7	2	0.0	14.0	26.0	128.0	https://img3.doubanio.com/lpic/s6797750.jpg	米兰的秘密花园	7.8	24
9787539766904	24715692	4	1	0	1	8	36	https://img3.doubanio.com/lpic/s27165060.jpg						小间谍哈瑞特	9.2	10
9787535839954	3346057	58.8%	23.5%	11.8%	0.0%	5.9%	5	0	0.0	5.0	18.0	14.0	https://img3.doubanio.com/lpic/s3657341.jpg	变身	7.8	17
9787541464904	25901260	58.1%	24.4%	12.8%	1.2%	3.5%	30	0	0.0	40.0	83.0	308.0	https://img3.doubanio.com/lpic/s27460595.jpg	作文里的奇案	7.5	86
9787541742989	6840248	40.0%	53.3%	6.7%	0.0%	0.0%	7	3	0.0	2.0	19.0	17.0	https://img3.doubanio.com/lpic/s23607011.jpg	长大我最棒系列	8.9	15
9787530738771	1931558	52.8%	36.1%	11.1%	0.0%	0.0%	21	0	0.0	5.0	49.0	43.0	https://img5.doubanio.com/lpic/s2971146.jpg	鼹鼠的月亮河	8.7	36
9787532088188	1266711	13.3%	49.5%	32.4%	4.8%	0.0%	21	0	0.0	16.0	139.0	88.0	https://img5.doubanio.com/lpic/s1449556.jpg	当代儿童发展心理学	7.4	105
9787556025688	26425912	5	1	0	1	10	4	https://img3.doubanio.com/lpic/s28110820.jpg						善平爷爷的草莓	7.5	10
9787530209103	3713413	34.9%	46.4%	17.6%	0.7%	0.4%	86	5	0.0	28.0	318.0	207.0	https://img5.doubanio.com/lpic/s3766306.jpg	顽皮故事集	8.3	278
9787513320801	26791184	25.0%	50.0%	16.7%	8.3%	0.0%	3	0	0.0	0.0	23.0	29.0	https://img3.doubanio.com/lpic/s28711221.jpg	钓云朵的人	7.8	12
9787505622241	11498230	62.2%	33.3%	4.4%	0.0%	0.0%	14	0	0.0	5.0	59.0	62.0	https://img3.doubanio.com/lpic/s22704213.jpg	从百草园到三味书屋	8.3	45
9787539421384	2274447	53.0%	33.3%	12.1%	0.0%	1.5%	24	0	0.0	3.0	100.0	45.0	https://img3.doubanio.com/lpic/s2916010.jpg	像妈妈一样    像爸爸一样	8.7	66
9787550208100	10802769	47.6%	33.3%	19.0%	0.0%	0.0%	5	1	0.0	5.0	24.0	15.0	https://img3.doubanio.com/lpic/s11169842.jpg	小机灵和小迷瞪	9.9	21
9787538699104	26599000	7	1	0	0	12	101	https://img3.doubanio.com/lpic/s28282815.jpg						神秘日志·魔术幻象	8.9	10
9787510608025	10460357	2	0	0	0	5	6	https://img1.doubanio.com/lpic/s7645559.jpg						和爷爷一起散步	8.4	10
9787530109298	1028332	34.5%	43.2%	19.6%	2.7%	0.0%	28	1	0.0	3.0	204.0	49.0	https://img1.doubanio.com/lpic/s1019867.jpg	小香咕和她的表姐表妹	8.1	148
9787508384108	3650206	30.8%	46.6%	20.5%	0.7%	1.4%	35	0	0.0	4.0	182.0	78.0	https://img3.doubanio.com/lpic/s3709991.jpg	我的爸爸真麻烦	8.1	146
9787544805889	3424698	46.8%	35.1%	16.9%	1.3%	0.0%	16	0	0.0	4.0	101.0	44.0	https://img3.doubanio.com/lpic/s24398493.jpg	十朵小云	8.5	77
9787539144528	3614177	62.5%	29.2%	7.8%	0.4%	0.0%	165	32	0.0	17.0	617.0	477.0	https://img1.doubanio.com/lpic/s26743917.jpg	你看起来好像很好吃	9.0	448
9787549563975	26376304	5	0	0	0	10	6	https://img3.doubanio.com/lpic/s28058403.jpg						你有害怕吗？	8.4	10
9787532280926	20475579	33.9%	38.7%	25.8%	0.0%	1.6%	24	1	0.0	13.0	75.0	266.0	https://img5.doubanio.com/lpic/s25112826.jpg	手绘日志	8.1	62
9787530755747	11597284	35.3%	47.1%	17.6%	0.0%	0.0%	8	3	0.0	3.0	19.0	19.0	https://img3.doubanio.com/lpic/s24594651.jpg	光草	8.0	17
9787535632449	3885375	31.6%	36.8%	26.3%	5.3%	0.0%	1	0	0.0	8.0	22.0	58.0	https://img3.doubanio.com/lpic/s4068265.jpg	专业儿童人像摄影指南	7.6	19
9787544810098	4226366	67.6%	16.2%	16.2%	0.0%	0.0%	8	0	0.0	4.0	57.0	71.0	https://img3.doubanio.com/lpic/s4460530.jpg	鼹鼠的故事	9.1	37
9787530113929	1225536	61.5%	28.1%	9.2%	1.2%	0.0%	24	1	0.0	2.0	329.0	16.0	https://img3.doubanio.com/lpic/s1308115.jpg	猎场剿匪	9.0	260
9787535491022	26865141	92.3%	0.0%	7.7%	0.0%	0.0%	3	4	0.0	1.0	8.0	27.0	https://img3.doubanio.com/lpic/s29017284.jpg	绘本西游记	8.2	13
9787511008954	10733837	1	0	0	0	1	1	https://img1.doubanio.com/lpic/s11169949.jpg						鸵鸟小骑士	7.6	10
9787556808816	26422677	2	0	0	4	4	8	https://img1.doubanio.com/lpic/s28311398.jpg						小学语文儿童文学教学法	8.0	10
9787553746159	26593185	1	0	0	4	4	10	https://img3.doubanio.com/lpic/s28277333.jpg						《小狐狸绘本纪念版》	8.2	10
9787511003805	5276655	50.0%	33.3%	16.7%	0.0%	0.0%	5	0	0.0	0.0	18.0	14.0	https://img1.doubanio.com/lpic/s6238398.jpg	丰子恺儿童漫画选·儿童卷二	7.2	12
9787551531535	21323975	16.7%	44.4%	38.9%	0.0%	0.0%	12	0	0.0	2.0	24.0	9.0	https://img3.doubanio.com/lpic/s25684702.jpg	我有友情要出租	7.2	17
9787508522210	10466916	59.6%	31.9%	6.4%	0.0%	2.1%	14	5	0.0	23.0	56.0	204.0	https://img3.doubanio.com/lpic/s7063133.jpg	我是一支爱写作的铅笔	8.2	47
9787020111831	26677086	3	0	0	0	7	4	https://img3.doubanio.com/lpic/s28364591.jpg						走钢丝的人	9.5	10
9787210088134	26982887	1	0	0	0	1	46	https://img3.doubanio.com/lpic/s29365362.jpg						化学变！变！变！	8.2	10
9787114121944	26393713	23.3%	20.0%	43.3%	3.3%	10.0%	21	1	0.0	3.0	33.0	37.0	https://img3.doubanio.com/lpic/s28076343.jpg	直到有一天你被我恰好遇见	8.6	29
9780399242861	1754148	52.0%	40.0%	8.0%	0.0%	0.0%	15	0	0.0	2.0	97.0	177.0	https://img3.doubanio.com/lpic/s1557472.jpg	How to Catch a Star	8.8	75
9787506324793	1019586	44.5%	45.4%	9.9%	0.2%	0.0%	72	7	0.0	14.0	549.0	134.0	https://img5.doubanio.com/lpic/s1404586.jpg	红瓦	8.6	443
9787506088930	26785468	4	3	0	1	7	27	https://img3.doubanio.com/lpic/s29052930.jpg						苏非的果园	9.2	10
9787541446351	10779944	66.7%	23.8%	9.5%	0.0%	0.0%	4	0	0.0	4.0	25.0	8.0	https://img3.doubanio.com/lpic/s10911262.jpg	白色的小猫头鹰	8.5	21
9787540653590	1146989	60.0%	34.0%	5.1%	0.4%	0.4%	63	15	0.0	107.0	400.0	2935.0	https://img3.doubanio.com/lpic/s1112180.jpg	与孩子的天性合作	9.0	235
9787543464599	2130688	38.2%	43.3%	16.7%	1.6%	0.3%	93	4	0.0	14.0	508.0	309.0	https://img1.doubanio.com/lpic/s5771748.jpg	我喜欢书	8.3	372
9787541743061	10460411	71.7%	22.6%	3.8%	1.9%	0.0%	14	0	0.0	7.0	77.0	45.0	https://img3.doubanio.com/lpic/s8964624.jpg	看里面低幼版-揭秘农场	9.2	53
9787530440131	3351204	37.0%	47.9%	12.3%	2.7%	0.0%	14	1	0.0	3.0	94.0	56.0	https://img3.doubanio.com/lpic/s5964801.jpg	虎王子	8.4	73
9787544828161	20437595	58.9%	30.4%	10.7%	0.0%	0.0%	15	2	0.0	23.0	57.0	183.0	https://img1.doubanio.com/lpic/s25594848.jpg	了不起的大盗奶奶	8.6	56
9787539141992	3078924	58.5%	33.1%	7.3%	0.7%	0.4%	41	3	0.0	9.0	365.0	111.0	https://img1.doubanio.com/lpic/s3100957.jpg	我要找到朗朗	9.0	275
9787115192189	3664034	55.2%	37.9%	6.9%	0.0%	0.0%	10	0	0.0	1.0	48.0	9.0	https://img1.doubanio.com/lpic/s4557759.jpg	米菲过生日	8.8	29
9787201086576	25916623	3	0	0	5	7	9	https://img1.doubanio.com/lpic/s27554269.jpg						叶君健权威译本：安徒生童话全集（套装1~4册）	8.3	10
9787807621089	3081767	19.4%	39.8%	38.9%	1.9%	0.0%	33	1	0.0	18.0	136.0	40.0	https://img5.doubanio.com/lpic/s11334106.jpg	古埃及	8.4	108
9787537660495	24746267	66.7%	33.3%	0.0%	0.0%	0.0%	2	3	0.0	1.0	18.0	5.0	https://img1.doubanio.com/lpic/s26710738.jpg	1999年6月29日	8.1	12
9787502843700	26283219	32.6%	48.8%	18.6%	0.0%	0.0%	11	2	0.0	2.0	55.0	37.0	https://img3.doubanio.com/lpic/s27965412.jpg	我不跟你走+别想欺负我	8.3	43
9787301223215	23782049	28.1%	49.0%	19.3%	3.1%	0.5%	73	9	0.0	82.0	234.0	2860.0	https://img1.doubanio.com/lpic/s26263409.jpg	儿童的世纪	8.2	192
9787806805978	3052649	54.5%	29.1%	14.5%	0.0%	1.8%	25	11	0.0	19.0	151.0	263.0	https://img1.doubanio.com/lpic/s3437668.jpg	怪医杜里特的故事1	8.6	110
9787532748655	4207182	10.6%	56.1%	31.8%	1.5%	0.0%	36	7	0.0	84.0	172.0	1305.0	https://img3.doubanio.com/lpic/s4109381.jpg	小玩意	7.4	132
9789866920752	2224959	54.4%	30.8%	14.3%	0.5%	0.0%	25	0	0.0	34.0	276.0	789.0	https://img3.doubanio.com/lpic/s2667673.jpg	塔莎老奶奶的美好生活 2 創造你的生活樂趣	8.7	182
9787229103309	26717185	18.5%	52.2%	28.3%	1.1%	0.0%	48	1	0.0	28.0	104.0	366.0	https://img3.doubanio.com/lpic/s28487783.jpg	日本古书店的手绘旅行	9.5	91
9787533230616	1017228	54.4%	29.8%	15.8%	0.0%	0.0%	15	2	0.0	8.0	79.0	125.0	https://img1.doubanio.com/lpic/s1011617.jpg	飞翔的教室	8.7	57
9789866782497	3583739	50.0%	36.8%	13.2%	0.0%	0.0%	18	0	0.0	22.0	56.0	311.0	https://img3.doubanio.com/lpic/s4453583.jpg	遊戲與現實	9.0	38
9787514811827	25725674	82.1%	12.8%	2.6%	0.0%	2.6%	5	1	0.0	37.0	23.0	182.0	https://img5.doubanio.com/lpic/s27044646.jpg	猎妖学堂1：妖灵时空	8.0	38
9787539185057	23012678	1	0	0	1	3	17	https://img3.doubanio.com/lpic/s27142472.jpg						松果小精灵	7.7	10
9787544831789	25731644	1	0	0	1	2	18	https://book.douban.com/subject/25731644/update_image						童书如何说故事	7.9	10
9787540771140	25913346	0	2	0	1	5	12	https://img3.doubanio.com/lpic/s27310663.jpg						守护者联盟1	9.4	10
9787508636528	20366372	27.5%	45.0%	22.5%	5.0%	0.0%	6	6	0.0	4.0	48.0	59.0	https://img3.doubanio.com/lpic/s24501484.jpg	巴黎风格儿童房	7.7	40
9787513560825	26438444	3	0	0	0	5	7	https://img3.doubanio.com/lpic/s28154275.jpg						我该说些什么呢？	7.8	10
9787511270788	25986642	87.5%	8.3%	4.2%	0.0%	0.0%	4	18	0.0	1.0	20.0	43.0	https://img3.doubanio.com/lpic/s27467923.jpg	我的第一次恐龙大发现儿童地图绘本	9.5	24
9787534003509	3272507	86.0%	14.0%	0.0%	0.0%	0.0%	48	0	0.0	3.0	114.0	20.0	https://img1.doubanio.com/lpic/s3343897.jpg	一梦五千年	9.7	86
9787515508450	25763727	26.4%	24.5%	30.2%	9.4%	9.4%	18	1	0.0	14.0	56.0	125.0	https://img3.doubanio.com/lpic/s27125582.jpg	如果这是世上最后一首诗	7.1	53
9787533259693	3699100	59.1%	26.7%	12.5%	1.4%	0.3%	180	6	0.0	55.0	296.0	903.0	https://img3.doubanio.com/lpic/s3944442.jpg	我们班的狗仔队	8.6	296
9787539953496	11530250	55.7%	37.9%	4.6%	1.7%	0.0%	78	3	0.0	60.0	190.0	126.0	https://img3.doubanio.com/lpic/s11214840.jpg	这是我最好的爱	8.9	173
9787530113905	1225527	59.9%	28.3%	11.4%	0.4%	0.0%	31	1	0.0	4.0	366.0	19.0	https://img3.doubanio.com/lpic/s1558552.jpg	勇探火山口	8.9	272
9787533253615	2162208	60.7%	26.7%	10.8%	0.8%	1.0%	262	9	0.0	166.0	480.0	1656.0	https://img5.doubanio.com/lpic/s5851196.jpg	我的同桌是班长-伍美珍作品	8.3	499
9787538292107	6434839	44.7%	34.1%	20.0%	1.2%	0.0%	30	10	0.0	15.0	94.0	104.0	https://img3.doubanio.com/lpic/s6638994.jpg	我陪女儿学英语	8.4	85
9787539778945	26598398	76.9%	23.1%	0.0%	0.0%	0.0%	7	2	0.0	4.0	10.0	6.0	https://img3.doubanio.com/lpic/s28282273.jpg	男孩的最后8个愿望（升级版）	7.8	13
9787539437910	5363834	35.9%	41.0%	23.1%	0.0%	0.0%	11	0	0.0	1.0	49.0	44.0	https://img5.doubanio.com/lpic/s6260436.jpg	雪精灵	8.2	39
9787500435464	1101854	70.7%	19.0%	8.6%	1.7%	0.0%	14	0	0.0	1.0	156.0	78.0	https://img3.doubanio.com/lpic/s1224511.jpg	倪亚达脸红了	9.2	116
9787111009221	20280160	33.3%	50.0%	16.7%	0.0%	0.0%	2	3	0.0	3.0	13.0	11.0	https://img5.doubanio.com/lpic/s23130686.jpg	托马斯和朋友一定有办法	7.4	12
9787544231596	1440159	28.9%	46.1%	23.0%	1.5%	0.5%	255	105	0.0	152.0	1634.0	1240.0	https://img3.doubanio.com/lpic/s1457340.jpg	安琪拉的灰烬	8.0	1269
9787534242311	1970558	47.5%	33.3%	16.4%	2.2%	0.5%	50	2	0.0	18.0	215.0	194.0	https://img3.doubanio.com/lpic/s2202930.jpg	林中飘过白衣女人	8.6	183
9787535163530	5333087	4	1	0	4	8	23	https://img3.doubanio.com/lpic/s4614674.jpg						任溶溶儿童诗选	7.8	10
9787300047942	1138907	27.1%	39.8%	30.5%	2.5%	0.0%	27	2	0.0	1.0	154.0	68.0	https://img3.doubanio.com/lpic/s1106621.jpg	朋友	7.8	118
9787533904791	3788626	78.6%	14.3%	7.1%	0.0%	0.0%	8	0	0.0	1.0	16.0	15.0	https://img3.doubanio.com/lpic/s4462981.jpg	丰子恺人生小品	6.9	14
9787807328476	2175926	43.5%	35.3%	18.2%	2.4%	0.6%	33	2	0.0	23.0	182.0	186.0	https://img3.doubanio.com/lpic/s2950092.jpg	名叫牛皮的插班生	8.2	170
9787549575435	26672936	2	0	0	0	5	5	https://img3.doubanio.com/lpic/s28576132.jpg						遇见大猩猩	8.1	10
9787535807373	3521255	49.2%	35.8%	14.3%	0.7%	0.0%	42	0	0.0	4.0	881.0	53.0	https://img1.doubanio.com/lpic/s3892499.jpg	猪王照相	8.7	593
9787535848246	4744898	32.7%	36.4%	29.1%	1.8%	0.0%	21	0	0.0	19.0	72.0	266.0	https://img1.doubanio.com/lpic/s4393178.jpg	给孩子100本最棒的书	9.4	55
9787229081850	25981214	61.5%	30.8%	7.7%	0.0%	0.0%	12	2	0.0	2.0	30.0	38.0	https://img3.doubanio.com/lpic/s27462025.jpg	哈！永远永远不要搞错！	8.5	26
9787511006639	6991108	30.0%	35.0%	35.0%	0.0%	0.0%	8	0	0.0	1.0	26.0	42.0	https://img1.doubanio.com/lpic/s7007337.jpg	忆	8.0	20
9787544822237	7047188	75.7%	16.2%	8.1%	0.0%	0.0%	10	0	0.0	3.0	44.0	25.0	https://img3.doubanio.com/lpic/s8200881.jpg	叮咚！公共汽车	8.7	37
9787505613027	5321231	51.9%	37.0%	11.1%	0.0%	0.0%	7	0	0.0	3.0	33.0	35.0	https://img3.doubanio.com/lpic/s4505791.jpg	我家宠物是条龙	8.8	27
9787539150680	4010765	69.2%	15.4%	3.8%	0.0%	11.5%	5	2	0.0	31.0	22.0	196.0	https://img3.doubanio.com/lpic/s3962112.jpg	孤岛野犬	7.5	26
9787302314455	24757494	53.3%	46.7%	0.0%	0.0%	0.0%	8	1	0.0	2.0	19.0	45.0	https://img3.doubanio.com/lpic/s27031690.jpg	共同设计欢乐街区	7.5	15
9787532712700	2301328	84.6%	13.5%	1.9%	0.0%	0.0%	29	0	0.0	3.0	188.0	29.0	https://img1.doubanio.com/lpic/s2762097.jpg	绿野仙踪全集之三	9.7	156
9787507424409	6532344	50.3%	33.1%	14.1%	2.5%	0.0%	45	17	0.0	48.0	201.0	453.0	https://img3.doubanio.com/lpic/s6519761.jpg	第56号教室的奇迹2	8.5	163
9787534224386	1091884	39.4%	41.2%	17.5%	1.1%	0.7%	43	0	0.0	10.0	338.0	150.0	https://img3.doubanio.com/lpic/s1243924.jpg	法老王的咒语	8.3	274
9787514828740	26835406	3	6	0	0	9	30	https://img3.doubanio.com/lpic/s28890504.jpg						高山流水/九色鹿绘本馆	7.9	10
9787532472727	2120425	47.6%	36.6%	14.0%	1.1%	0.7%	216	12	0.0	27.0	1160.0	360.0	https://img3.doubanio.com/lpic/s2681840.jpg	小蓝和小黄	8.6	842
9787543962224	25901428	5	2	0	2	11	300	https://img5.doubanio.com/lpic/s27298486.jpg						最棒的50个科学实验	8.2	10
9787511016843	25833262	0	0	0	1	0	9	https://img5.doubanio.com/lpic/s27224886.jpg						和小怪物一起学（全4册）	2.0	10
9787507725209	1314448	21.9%	46.9%	25.0%	6.3%	0.0%	5	0	0.0	1.0	38.0	17.0	https://img3.doubanio.com/lpic/s5856855.jpg	隐形裁缝	7.7	32
9787550278806	26871896	83.3%	11.1%	5.6%	0.0%	0.0%	4	10	0.0	2.0	17.0	37.0	https://img1.doubanio.com/lpic/s29036179.jpg	没鼻伙计	8.3	18
9787530116739	1926204	3	0	0	0	7	14	https://img3.doubanio.com/lpic/s1990493.jpg						我是皮皮鲁	7.7	10
9787500757870	1021064	57.1%	42.9%	0.0%	0.0%	0.0%	8	4	0.0	6.0	43.0	108.0	https://img3.doubanio.com/lpic/s1022601.jpg	张天翼儿童文学全集（全四册）	9.1	28
9787544815659	5404087	82.8%	15.6%	1.6%	0.0%	0.0%	17	3	0.0	8.0	71.0	93.0	https://img5.doubanio.com/lpic/s9084456.jpg	14只老鼠系列	8.4	64
9781419711329	24637332	43.5%	39.1%	17.4%	0.0%	0.0%	8	1	0.0	3.0	26.0	3.0	https://img1.doubanio.com/lpic/s27184067.jpg	Diary of a Wimpy Kid	8.4	23
9787530737941	1915733	65.6%	26.9%	6.5%	0.0%	1.1%	26	3	0.0	14.0	113.0	88.0	https://img1.doubanio.com/lpic/s7621099.jpg	夏日历险	9.1	93
9787539141527	3062276	45.2%	39.8%	11.8%	1.1%	2.2%	25	5	0.0	10.0	115.0	272.0	https://img3.doubanio.com/lpic/s3074810.jpg	是蜗牛开始的!	8.6	93
9780452292338	1808220	56.9%	31.7%	10.8%	0.2%	0.4%	154	0	0.0	94.0	2103.0	2566.0	https://img3.doubanio.com/lpic/s4141024.jpg	A Box of Bunny Suicides	8.9	1277
9787532467204	1799754	30.7%	44.6%	24.1%	0.6%	0.0%	33	3	0.0	3.0	251.0	84.0	https://img5.doubanio.com/lpic/s24508916.jpg	阿利的红斗篷	8.2	166
9787806032688	1394526	51.1%	41.3%	6.5%	1.1%	0.0%	19	6	0.0	2.0	135.0	109.0	https://img1.doubanio.com/lpic/s26242947.jpg	几人相忆在江楼	8.3	92
9787500480242	4178525	2	0	0	0	7	23	https://img1.doubanio.com/lpic/s24399318.jpg						儿童的发现与中国现代文学	7.8	10
9787541454172	20499710	37.0%	23.9%	37.0%	0.0%	2.2%	22	3	0.0	16.0	50.0	124.0	https://img3.doubanio.com/lpic/s29315690.jpg	阁楼里的秘密	7.3	46
9787806792759	1131486	65.7%	22.9%	8.6%	2.9%	0.0%	2	0	0.0	2.0	54.0	11.0	https://img1.doubanio.com/lpic/s1160557.jpg	鼹鼠和宇宙飞船	9.1	35
9787807512110	3086387	2	0	0	1	9	51	https://img3.doubanio.com/lpic/s5898463.jpg						孤独症儿童的音乐治疗	8.0	10
9787511018441	25849810	1	0	0	2	1	30	https://img1.doubanio.com/lpic/s27241917.jpg						丰子恺儿童文学全集（精装全3册）	7.8	10
9787530966518	10463968	35.3%	41.2%	17.6%	5.9%	0.0%	13	0	0.0	13.0	37.0	140.0	https://img3.doubanio.com/lpic/s7059491.jpg	故事和你说晚安	8.4	34
9787530116715	1851560	25.0%	37.5%	32.8%	3.1%	1.6%	12	1	0.0	6.0	80.0	39.0	https://img5.doubanio.com/lpic/s1744426.jpg	我是郑渊洁	7.6	64
9787544801461	2969969	58.8%	23.5%	17.6%	0.0%	0.0%	4	0	0.0	1.0	26.0	42.0	https://img1.doubanio.com/lpic/s9509888.jpg	恐龙是怎样吃饭的?	8.0	17
9787533240912	1593480	54.5%	27.3%	10.4%	7.8%	0.0%	7	0	0.0	1.0	100.0	41.0	https://img1.doubanio.com/lpic/s9780357.jpg	字母	8.6	77
9787555200581	26282592	1	0	0	1	4	7	https://img5.doubanio.com/lpic/s27964836.jpg						驯龙高手圣诞特辑：我是火龙，我驯服了维京人	8.2	10
9787508621395	4908282	42.9%	50.0%	7.1%	0.0%	0.0%	4	0	0.0	2.0	16.0	13.0	https://img1.doubanio.com/lpic/s6181269.jpg	千万别当间谍	7.9	14
9787108044945	24739140	58.3%	29.2%	12.5%	0.0%	0.0%	5	2	0.0	0.0	26.0	44.0	https://img3.doubanio.com/lpic/s26685712.jpg	野孩子•童谣（三联童书馆）	7.6	24
9787531858287	26297786	35.3%	25.0%	27.9%	7.4%	4.4%	23	0	0.0	11.0	81.0	1225.0	https://img3.doubanio.com/lpic/s27996155.jpg	你烩你做啊	7.5	68
9787539149486	3870582	33.8%	45.9%	20.3%	0.0%	0.0%	24	1	0.0	2.0	107.0	21.0	https://img3.doubanio.com/lpic/s3890833.jpg	菲儿—喜欢讲故事的红鱼	8.2	74
9787541457012	24385080	56.6%	34.3%	8.4%	0.6%	0.0%	50	2	0.0	5.0	195.0	137.0	https://img5.doubanio.com/lpic/s26654286.jpg	神奇飞书	8.9	166
9787807459804	10454001	63.0%	32.6%	4.3%	0.0%	0.0%	9	17	0.0	27.0	49.0	344.0	https://img1.doubanio.com/lpic/s8949899.jpg	儿童的利益	9.2	46
9787537668170	25844875	63.2%	26.3%	10.5%	0.0%	0.0%	2	8	0.0	1.0	20.0	19.0	https://img3.doubanio.com/lpic/s27245634.jpg	仙篮奇剑传	5.5	19
9787535808769	2053569	0	0	0	1	6	33	https://img3.doubanio.com/lpic/s9021940.jpg						日本儿童文学面面观	7.7	10
9787546360690	6735972	43.1%	32.1%	19.9%	3.7%	1.2%	819	33	0.0	239.0	1844.0	3042.0	https://img3.doubanio.com/lpic/s6787911.jpg	兔子什么都知道	8.2	1637
9787532264995	4251473	45.9%	39.2%	13.4%	1.2%	0.2%	453	28	0.0	747.0	2717.0	12695.0	https://img3.doubanio.com/lpic/s6634152.jpg	手绘的奇思妙想	8.6	2083
9787534249259	3240293	66.1%	27.3%	6.3%	0.2%	0.2%	143	5	0.0	19.0	734.0	570.0	https://img1.doubanio.com/lpic/s3296267.jpg	7号梦工厂	9.2	557
9789881896636	6749745	63.2%	36.8%	0.0%	0.0%	0.0%	15	0	0.0	4.0	87.0	242.0	https://img3.doubanio.com/lpic/s6805944.jpg	小穗的夏天	9.2	57
9787530743300	3464689	1	0	0	4	8	14	https://img1.doubanio.com/lpic/s3671669.jpg						中国儿童文学5人谈	7.2	10
9787539421407	2274453	17.6%	42.2%	35.3%	4.9%	0.0%	30	1	0.0	6.0	146.0	48.0	https://img3.doubanio.com/lpic/s2765410.jpg	小熊不刷牙	7.4	102
9787549529353	20441871	30.2%	30.2%	27.9%	11.6%	0.0%	18	1	0.0	5.0	60.0	189.0	https://img3.doubanio.com/lpic/s24507032.jpg	为什么不能把所有东西买回家	9.5	43
9787561772201	4178279	5	0	0	3	8	27	https://img3.doubanio.com/lpic/s4551071.jpg						这样教学生才肯学	7.8	10
9787550131293	26812693	2	3	0	1	6	3	https://img5.doubanio.com/lpic/s28805366.jpg						我的右手在唱歌	7.9	10
9787115138811	1912252	46.4%	46.4%	7.1%	0.0%	0.0%	11	0	0.0	21.0	40.0	351.0	https://img3.doubanio.com/lpic/s6628455.jpg	理解孩子的成长	8.7	28
9787507706550	1015979	32.1%	53.6%	10.7%	3.6%	0.0%	3	0	0.0	0.0	41.0	6.0	https://img3.doubanio.com/lpic/s1259953.jpg	鲁西西的故事	8.3	28
9787101047844	1487972	9.1%	36.4%	45.5%	9.1%	0.0%	5	2	0.0	6.0	17.0	52.0	https://img1.doubanio.com/lpic/s5635727.jpg	中国手工业商业发展史	7.1	11
9787507716719	1066463	44.1%	39.8%	14.8%	1.0%	0.4%	336	13	0.0	25.0	3296.0	445.0	https://img3.doubanio.com/lpic/s1872650.jpg	我是钱	8.5	2507
9789578037441	3872850	19.3%	34.3%	39.2%	6.0%	1.2%	584	52	0.0	555.0	4213.0	8820.0	https://img3.doubanio.com/lpic/s3924550.jpg	心机母女	7.2	3323
9787531832171	6837942	67.5%	24.2%	7.9%	0.4%	0.0%	66	4	0.0	15.0	337.0	139.0	https://img1.doubanio.com/lpic/s6950077.jpg	《我的路》精装辑1	9.1	265
9787564525651	26824221	78.9%	21.1%	0.0%	0.0%	0.0%	3	9	0.0	1.0	16.0	38.0	https://img1.doubanio.com/lpic/s28837808.jpg	这就是我	8.3	19
9787534667909	20499329	1	0	0	0	5	4	https://img3.doubanio.com/lpic/s24949325.jpg						昆虫变形记	8.4	10
9787543214798	3312325	44.9%	36.7%	18.4%	0.0%	0.0%	21	2	0.0	10.0	68.0	237.0	https://img3.doubanio.com/lpic/s5964270.jpg	给无价的孩子定价	8.5	49
9787108045799	25853069	58.1%	31.1%	9.7%	0.7%	0.3%	109	18	0.0	19.0	325.0	2114.0	https://img3.doubanio.com/lpic/s27245702.jpg	切尔诺贝利之花	9.0	289
9789866731402	3884424	48.7%	42.7%	7.7%	0.9%	0.0%	25	0	0.0	77.0	156.0	2250.0	https://img3.doubanio.com/lpic/s3902175.jpg	料理圖鑑	8.9	117
9787530737170	1485699	36.7%	43.3%	16.7%	2.5%	0.8%	27	7	0.0	20.0	141.0	178.0	https://img1.doubanio.com/lpic/s5646609.jpg	银顶针的夏天	8.2	120
9787541443701	10473372	50.0%	44.4%	5.6%	0.0%	0.0%	2	4	0.0	3.0	19.0	28.0	https://img1.doubanio.com/lpic/s8978838.jpg	呀，这哪是怪兽	7.3	18
9787508384153	3784826	50.7%	36.3%	11.5%	0.8%	0.6%	105	1	0.0	10.0	463.0	424.0	https://img3.doubanio.com/lpic/s3839251.jpg	小红书	8.7	355
9789862132395	5940493	45.3%	40.3%	13.7%	0.7%	0.1%	402	19	0.0	329.0	2841.0	7214.0	https://img5.doubanio.com/lpic/s6489926.jpg	世界別為我擔心	8.6	1845
9787020052752	1449920	41.7%	45.8%	11.1%	1.4%	0.0%	26	4	0.0	10.0	94.0	182.0	https://img1.doubanio.com/lpic/s1463027.jpg	帽子里的天空	8.5	72
9787543472259	3621921	51.4%	33.8%	13.5%	1.1%	0.2%	148	1	0.0	22.0	878.0	238.0	https://img1.doubanio.com/lpic/s3682268.jpg	大卫惹麻烦	8.7	650
9787539134536	1972325	66.3%	27.5%	6.2%	0.0%	0.0%	98	42	0.0	49.0	358.0	505.0	https://img5.doubanio.com/lpic/s2085206.jpg	永远讲不完的故事	9.2	306
9787534271496	19967217	45.7%	43.5%	8.7%	2.2%	0.0%	26	2	0.0	4.0	57.0	71.0	https://img3.doubanio.com/lpic/s23117575.jpg	黑与白	8.6	46
